typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20150101","2015","52","2015","214","DOM","Dominican Rep.","M","Import","0","W00","World","0","W00","World","H4","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","0","true","0","false","610994.979","463077.345","610994.979","6","false","true",
"C","A","20150101","2015","52","2015","214","DOM","Dominican Rep.","X","Export","0","W00","World","0","W00","World","H4","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","99357","false","8","kg","99357","false","99357","false","0","false","0","40418.426","40418.426","0","false","true",
"C","A","20150101","2015","52","2015","124","CAN","Canada","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false",,"419374729376.088","419374729376.088","0","false","true",
"C","A","20150101","2015","52","2015","124","CAN","Canada","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true","0","false",,"408697323603.511","408697323603.511","4","false","true",
"C","A","20150101","2015","52","2015","132","CPV","Cabo Verde","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","603429928.609",,"603429928.609","0","false","true",
"C","A","20150101","2015","52","2015","132","CPV","Cabo Verde","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false",,"false",,"66829277.226","66829277.226","0","false","true",
"C","A","20150101","2015","52","2015","136","CYM","Cayman Isds","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","915454381",,"915454381","0","true","false",
"C","A","20150101","2015","52","2015","140","CAF","Central African Rep.","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","456596903",,"456596903","0","true","false",
"C","A","20150101","2015","52","2015","140","CAF","Central African Rep.","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"96853681","96853681","0","true","false",
"C","A","20150101","2015","52","2015","144","LKA","Sri Lanka","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","18967230642",,"18967230642","0","true","false",
"C","A","20150101","2015","52","2015","144","LKA","Sri Lanka","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"10439729662","10439729662","0","true","false",
"C","A","20150101","2015","52","2015","152","CHL","Chile","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","62318853350.232","58543290024.791","62318853350.232","0","false","true",
"C","A","20150101","2015","52","2015","152","CHL","Chile","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","62118220376.333","62118220376.333","0","false","true",
"C","A","20150101","2015","52","2015","156","CHN","China","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","1679564324560",,"1679564324560","0","false","true",
"C","A","20150101","2015","52","2015","156","CHN","China","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false",,"2273468224113","2273468224113","0","false","true",
"C","A","20150101","2015","52","2015","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","54035533653",,"54035533653","0","true","false",
"C","A","20150101","2015","52","2015","170","COL","Colombia","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"35690766593","35690766593","0","true","false",
"C","A","20150101","2015","52","2015","174","COM","Comoros","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","214342750.712",,"214342750.712","4","false","true",
"C","A","20150101","2015","52","2015","174","COM","Comoros","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"16007463.281","16007463.281","0","false","true",
"C","A","20150101","2015","52","2015","178","COG","Congo","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","10549678920.426",,"10549678920.426","4","false","true",
"C","A","20150101","2015","52","2015","178","COG","Congo","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"8622950445.594","8622950445.594","4","false","true",
"C","A","20150101","2015","52","2015","180","COD","Dem. Rep. of the Congo","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","8068011927.873","0","8068011927.873","4","false","true",
"C","A","20150101","2015","52","2015","180","COD","Dem. Rep. of the Congo","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","8685052222.865","8685052222.865","4","false","true",
"C","A","20150101","2015","52","2015","188","CRI","Costa Rica","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","15504422756",,"15504422756","0","true","false",
"C","A","20150101","2015","52","2015","188","CRI","Costa Rica","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"9578337782","9578337782","0","true","false",
"C","A","20150101","2015","52","2015","191","HRV","Croatia","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","20580470841",,"20580470841","0","true","false",
"C","A","20150101","2015","52","2015","191","HRV","Croatia","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"12843529322","12843529322","0","true","false",
"C","A","20150101","2015","52","2015","196","CYP","Cyprus","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false","7138844108.848",,"7138844108.848","0","false","true",
"C","A","20150101","2015","52","2015","196","CYP","Cyprus","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false",,"3358859967.648","3358859967.648","0","false","true",
"C","A","20150101","2015","52","2015","203","CZE","Czechia","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","140716185564",,"140716185564","0","true","false",
"C","A","20150101","2015","52","2015","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"157194122601","157194122601","0","true","false",
"C","A","20150101","2015","52","2015","204","BEN","Benin","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2546625119.466","0","2546625119.466","4","false","true",
"C","A","20150101","2015","52","2015","204","BEN","Benin","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","625002384.466","625002384.466","4","false","true",
"C","A","20150101","2015","52","2015","208","DNK","Denmark","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","85327361281",,"85327361281","0","true","false",
"C","A","20150101","2015","52","2015","208","DNK","Denmark","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"94618816682","94618816682","0","true","false",
"C","A","20150101","2015","52","2015","214","DOM","Dominican Rep.","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","18686637184.375","17101643116.576","18686637184.375","4","false","true",
"C","A","20150101","2015","52","2015","214","DOM","Dominican Rep.","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","9388736572.2","9388736572.2","4","false","true",
"C","A","20150101","2015","52","2015","218","ECU","Ecuador","M","Import","0","W00","World","0","W00","World","H4","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","33389","false","-1","N/A",,"false","33389","false",,"false","64641",,"64641","0","true","false",
"C","A","20150101","2015","52","2015","218","ECU","Ecuador","X","Export","0","W00","World","0","W00","World","H4","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1177","false","-1","N/A",,"false","1177","false",,"false",,"7710","7710","0","true","false",
"C","A","20150101","2015","52","2015","222","SLV","El Salvador","M","Import","0","W00","World","0","W00","World","H4","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","50135.72","false","8","kg","50135.72","false","50135.72","false",,"false","32264.44",,"32264.44","0","false","true",
"C","A","20150101","2015","52","2015","231","ETH","Ethiopia","M","Import","0","W00","World","0","W00","World","H4","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8063.01","false","8","kg","8063.01","false","8063.01","false","0","false","13143.018",,"13143.018","0","false","true",
"C","A","20150101","2015","52","2015","231","ETH","Ethiopia","X","Export","0","W00","World","0","W00","World","H4","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","30716884","false","8","kg","30716884","false","30716884","false","0","false",,"13885169.404","13885169.404","0","false","true",
"C","A","20150101","2015","52","2015","233","EST","Estonia","M","Import","0","W00","World","0","W00","World","H4","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","31285","false","-1","N/A",,"false","31285","false",,"false","32211",,"32211","0","true","false",
"C","A","20150101","2015","52","2015","233","EST","Estonia","X","Export","0","W00","World","0","W00","World","H4","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","26242","false","-1","N/A",,"false","26242","false",,"false",,"137895","137895","0","true","false",
"C","A","20150101","2015","52","2015","242","FJI","Fiji","M","Import","0","W00","World","0","W00","World","H4","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","877.34","false","8","kg","877.34","false","877.34","false","0","false","10045.655","0","10045.655","0","false","true",
"C","A","20150101","2015","52","2015","242","FJI","Fiji","X","Export","0","W00","World","0","W00","World","H4","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1840","false","8","kg","1840","false","1840","false","0","false","0","1517.908","1517.908","0","false","true",
"C","A","20150101","2015","52","2015","246","FIN","Finland","M","Import","0","W00","World","0","W00","World","H4","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2212103","true","-1","N/A",,"false","2212103","true",,"false","3405691",,"3405691","6","true","false",
